ISO3,year,agreement
KAZ,2007,cez
KAZ,2007,cis1
KAZ,2007,geokaz
KAZ,2007,kgzkaz
KAZ,2007,ruskaz
KAZ,2007,ukrkaz
KAZ,2007,eaec
KAZ,2007,eco
KAZ,2007,rusblrkaz
KAZ,2007,kazaze
KAZ,2007,kazuzb
KAZ,2008,armkaz
KAZ,2008,cez
KAZ,2008,cis1
KAZ,2008,geokaz
KAZ,2008,kgzkaz
KAZ,2008,ruskaz
KAZ,2008,ukrkaz
KAZ,2008,eaec
KAZ,2008,eco
KAZ,2008,rusblrkaz
KAZ,2008,kazaze
KAZ,2008,kazuzb
KAZ,2009,armkaz
KAZ,2009,cez
KAZ,2009,cis1
KAZ,2009,geokaz
KAZ,2009,kgzkaz
KAZ,2009,ruskaz
KAZ,2009,ukrkaz
KAZ,2009,eaec
KAZ,2009,eco
KAZ,2009,rusblrkaz
KAZ,2009,kazaze
KAZ,2009,kazuzb
KAZ,2010,armkaz
KAZ,2010,cez
KAZ,2010,cis1
KAZ,2010,geokaz
KAZ,2010,kgzkaz
KAZ,2010,ruskaz
KAZ,2010,ukrkaz
KAZ,2010,eaec
KAZ,2010,eco
KAZ,2010,rusblrkaz
KAZ,2010,kazaze
KAZ,2010,kazuzb
KAZ,2011,armkaz
KAZ,2011,cez
KAZ,2011,cis1
KAZ,2011,geokaz
KAZ,2011,kgzkaz
KAZ,2011,ruskaz
KAZ,2011,ukrkaz
KAZ,2011,eaec
KAZ,2011,eco
KAZ,2011,rusblrkaz
KAZ,2011,kazaze
KAZ,2011,kazuzb
KAZ,2012,armkaz
KAZ,2012,cez
KAZ,2012,cis2
KAZ,2012,geokaz
KAZ,2012,kgzkaz
KAZ,2012,ruskaz
KAZ,2012,ukrkaz
KAZ,2012,eaec
KAZ,2012,eco
KAZ,2012,rusblrkaz
KAZ,2012,kazaze
KAZ,2012,kazuzb
KAZ,2012,kazsrb
KAZ,2013,armkaz
KAZ,2013,cez
KAZ,2013,cis2
KAZ,2013,geokaz
KAZ,2013,kgzkaz
KAZ,2013,ruskaz
KAZ,2013,ukrkaz
KAZ,2013,eaec
KAZ,2013,eco
KAZ,2013,rusblrkaz
KAZ,2013,kazaze
KAZ,2013,kazuzb
KAZ,2013,kazsrb
KAZ,2014,armkaz
KAZ,2014,cez
KAZ,2014,cis2
KAZ,2014,geokaz
KAZ,2014,kgzkaz
KAZ,2014,ruskaz
KAZ,2014,ukrkaz
KAZ,2014,eaec
KAZ,2014,eco
KAZ,2014,rusblrkaz
KAZ,2014,kazaze
KAZ,2014,kazuzb
KAZ,2014,kazsrb
KAZ,2015,armkaz
KAZ,2015,cez
KAZ,2015,cis2
KAZ,2015,geokaz
KAZ,2015,kgzkaz
KAZ,2015,ruskaz
KAZ,2015,ukrkaz
KAZ,2015,eco
KAZ,2015,eaeu
KAZ,2015,rusblrkaz
KAZ,2015,kazaze
KAZ,2015,kazuzb
KAZ,2015,kazsrb
KAZ,2016,armkaz
KAZ,2016,cez
KAZ,2016,cis2
KAZ,2016,geokaz
KAZ,2016,kgzkaz
KAZ,2016,ruskaz
KAZ,2016,ukrkaz
KAZ,2016,eco
KAZ,2016,eaeu
KAZ,2016,rusblrkaz
KAZ,2016,eaeuvnm
KAZ,2016,kazaze
KAZ,2016,kazuzb
KAZ,2016,kazsrb
KAZ,2017,armkaz
KAZ,2017,cez
KAZ,2017,cis2
KAZ,2017,geokaz
KAZ,2017,kgzkaz
KAZ,2017,ruskaz
KAZ,2017,ukrkaz
KAZ,2017,eco
KAZ,2017,eaeu
KAZ,2017,rusblrkaz
KAZ,2017,eaeuvnm
KAZ,2017,kazaze
KAZ,2017,kazuzb
KAZ,2017,kazsrb
KAZ,2018,armkaz
KAZ,2018,cez
KAZ,2018,cis2
KAZ,2018,geokaz
KAZ,2018,kgzkaz
KAZ,2018,ruskaz
KAZ,2018,ukrkaz
KAZ,2018,eco
KAZ,2018,eaeu
KAZ,2018,rusblrkaz
KAZ,2018,eaeuvnm
KAZ,2018,kazaze
KAZ,2018,kazuzb
KAZ,2018,kazsrb
KAZ,2019,armkaz
KAZ,2019,cez
KAZ,2019,cis2
KAZ,2019,geokaz
KAZ,2019,kgzkaz
KAZ,2019,ruskaz
KAZ,2019,ukrkaz
KAZ,2019,eco
KAZ,2019,eaeu
KAZ,2019,rusblrkaz
KAZ,2019,eaeuvnm
KAZ,2019,eaeuirn
KAZ,2019,kazaze
KAZ,2019,kazuzb
KAZ,2019,kazsrb
KAZ,2020,armkaz
KAZ,2020,cez
KAZ,2020,cis2
KAZ,2020,geokaz
KAZ,2020,kgzkaz
KAZ,2020,ruskaz
KAZ,2020,ukrkaz
KAZ,2020,eco
KAZ,2020,eaeu
KAZ,2020,rusblrkaz
KAZ,2020,eaeuvnm
KAZ,2020,eaeuirn
KAZ,2020,kazaze
KAZ,2020,kazuzb
KAZ,2020,kazsrb
KAZ,2021,armkaz
KAZ,2021,cez
KAZ,2021,cis2
KAZ,2021,geokaz
KAZ,2021,kgzkaz
KAZ,2021,ruskaz
KAZ,2021,ukrkaz
KAZ,2021,eco
KAZ,2021,eaeu
KAZ,2021,rusblrkaz
KAZ,2021,eaeuvnm
KAZ,2021,eaeuirn
KAZ,2021,eaeusrb
KAZ,2021,kazaze
KAZ,2021,kazuzb
KAZ,2021,kazsrb
KAZ,2022,armkaz
KAZ,2022,cez
KAZ,2022,cis2
KAZ,2022,geokaz
KAZ,2022,kgzkaz
KAZ,2022,ruskaz
KAZ,2022,ukrkaz
KAZ,2022,eco
KAZ,2022,eaeu
KAZ,2022,rusblrkaz
KAZ,2022,eaeuvnm
KAZ,2022,eaeuirn
KAZ,2022,eaeusrb
KAZ,2022,kazaze
KAZ,2022,kazuzb
KAZ,2022,kazsrb
KAZ,2023,armkaz
KAZ,2023,cez
KAZ,2023,cis2
KAZ,2023,geokaz
KAZ,2023,kgzkaz
KAZ,2023,ruskaz
KAZ,2023,ukrkaz
KAZ,2023,eco
KAZ,2023,eaeu
KAZ,2023,rusblrkaz
KAZ,2023,eaeuvnm
KAZ,2023,eaeuirn
KAZ,2023,eaeusrb
KAZ,2023,kazaze
KAZ,2023,kazuzb
KAZ,2023,kazsrb
KEN,1971,arusha
KEN,1972,arusha
KEN,1973,arusha
KEN,1974,arusha
KEN,1975,arusha
KEN,1976,arusha
KEN,1994,comesa
KEN,1995,comesa
KEN,1996,comesa
KEN,1997,comesa
KEN,1998,comesa
KEN,1999,comesa
KEN,2000,comesa
KEN,2000,eac
KEN,2001,comesa
KEN,2001,eac
KEN,2002,comesa
KEN,2002,eac
KEN,2003,comesa
KEN,2003,eac
KEN,2004,comesa
KEN,2004,eac
KEN,2005,comesa
KEN,2005,eac
KEN,2006,comesa
KEN,2006,eac
KEN,2007,comesa
KEN,2007,eac
KEN,2008,comesa
KEN,2008,eac
KEN,2009,comesa
KEN,2009,eac
KEN,2010,comesa
KEN,2010,eaccueia
KEN,2011,comesa
KEN,2011,eaccueia
KEN,2012,comesa
KEN,2012,eaccueia
KEN,2013,comesa
KEN,2013,eaccueia
KEN,2014,comesa
KEN,2014,eaccueia
KEN,2015,comesa
KEN,2015,eaccueia
KEN,2016,comesa
KEN,2016,eaccueia
KEN,2017,comesa
KEN,2017,eaccueia
KEN,2018,comesa
KEN,2018,eaccueia
KEN,2019,comesa
KEN,2019,eaccueia
KEN,2020,comesa
KEN,2020,eaccueia
KEN,2021,comesa
KEN,2021,eaccueia
KEN,2021,gbrken
KEN,2022,comesa
KEN,2022,eaccueia
KEN,2022,gbrken
KEN,2023,comesa
KEN,2023,eaccueia
KEN,2023,gbrken
KGZ,1992,eco
KGZ,1993,kgzrus
KGZ,1993,eco
KGZ,1994,kgzrus
KGZ,1994,eco
KGZ,1995,armkgz
KGZ,1995,cis1
KGZ,1995,kgzkaz
KGZ,1995,kgzrus
KGZ,1995,eco
KGZ,1996,armkgz
KGZ,1996,cis1
KGZ,1996,kgzkaz
KGZ,1996,kgzmda
KGZ,1996,kgzrus
KGZ,1996,eco
KGZ,1997,armkgz
KGZ,1997,cis1
KGZ,1997,kgzkaz
KGZ,1997,kgzmda
KGZ,1997,kgzrus
KGZ,1997,eaec
KGZ,1997,eco
KGZ,1998,armkgz
KGZ,1998,cis1
KGZ,1998,kgzkaz
KGZ,1998,kgzmda
KGZ,1998,kgzrus
KGZ,1998,kgzukr
KGZ,1998,kgzuzb
KGZ,1998,eaec
KGZ,1998,eco
KGZ,1999,armkgz
KGZ,1999,cis1
KGZ,1999,kgzkaz
KGZ,1999,kgzmda
KGZ,1999,kgzrus
KGZ,1999,kgzukr
KGZ,1999,kgzuzb
KGZ,1999,eaec
KGZ,1999,eco
KGZ,2000,armkgz
KGZ,2000,cis1
KGZ,2000,kgzkaz
KGZ,2000,kgzmda
KGZ,2000,kgzrus
KGZ,2000,kgzukr
KGZ,2000,kgzuzb
KGZ,2000,eaec
KGZ,2000,eco
KGZ,2001,armkgz
KGZ,2001,cis1
KGZ,2001,kgzkaz
KGZ,2001,kgzmda
KGZ,2001,kgzrus
KGZ,2001,kgzukr
KGZ,2001,kgzuzb
KGZ,2001,eaec
KGZ,2001,eco
KGZ,2002,armkgz
KGZ,2002,cis1
KGZ,2002,kgzkaz
KGZ,2002,kgzmda
KGZ,2002,kgzrus
KGZ,2002,kgzukr
KGZ,2002,kgzuzb
KGZ,2002,eaec
KGZ,2002,eco
KGZ,2003,armkgz
KGZ,2003,cis1
KGZ,2003,kgzkaz
KGZ,2003,kgzmda
KGZ,2003,kgzrus
KGZ,2003,kgzukr
KGZ,2003,kgzuzb
KGZ,2003,eaec
KGZ,2003,eco
KGZ,2004,armkgz
KGZ,2004,cis1
KGZ,2004,kgzkaz
KGZ,2004,kgzmda
KGZ,2004,kgzrus
KGZ,2004,kgzukr
KGZ,2004,kgzuzb
KGZ,2004,eaec
KGZ,2004,eco
KGZ,2005,armkgz
KGZ,2005,cis1
KGZ,2005,kgzkaz
KGZ,2005,kgzmda
KGZ,2005,kgzrus
KGZ,2005,kgzukr
KGZ,2005,kgzuzb
KGZ,2005,eaec
KGZ,2005,eco
KGZ,2006,armkgz
KGZ,2006,cis1
KGZ,2006,kgzkaz
KGZ,2006,kgzmda
KGZ,2006,kgzrus
KGZ,2006,kgzukr
KGZ,2006,kgzuzb
KGZ,2006,eaec
KGZ,2006,eco
KGZ,2006,kgzaze
KGZ,2007,armkgz
KGZ,2007,cis1
KGZ,2007,kgzkaz
KGZ,2007,kgzmda
KGZ,2007,kgzrus
KGZ,2007,kgzukr
KGZ,2007,kgzuzb
KGZ,2007,eaec
KGZ,2007,eco
KGZ,2007,kgzaze
KGZ,2008,armkgz
KGZ,2008,cis1
KGZ,2008,kgzkaz
KGZ,2008,kgzmda
KGZ,2008,kgzrus
KGZ,2008,kgzukr
KGZ,2008,kgzuzb
KGZ,2008,eaec
KGZ,2008,eco
KGZ,2008,kgzaze
KGZ,2009,armkgz
KGZ,2009,cis1
KGZ,2009,kgzkaz
KGZ,2009,kgzmda
KGZ,2009,kgzrus
KGZ,2009,kgzukr
KGZ,2009,kgzuzb
KGZ,2009,eaec
KGZ,2009,eco
KGZ,2009,kgzaze
KGZ,2010,armkgz
KGZ,2010,cis1
KGZ,2010,kgzkaz
KGZ,2010,kgzmda
KGZ,2010,kgzrus
KGZ,2010,kgzukr
KGZ,2010,kgzuzb
KGZ,2010,eaec
KGZ,2010,eco
KGZ,2010,kgzaze
KGZ,2011,armkgz
KGZ,2011,cis1
KGZ,2011,kgzkaz
KGZ,2011,kgzmda
KGZ,2011,kgzrus
KGZ,2011,kgzukr
KGZ,2011,kgzuzb
KGZ,2011,eaec
KGZ,2011,eco
KGZ,2011,kgzaze
KGZ,2012,armkgz
KGZ,2012,cis1
KGZ,2012,kgzkaz
KGZ,2012,kgzmda
KGZ,2012,kgzrus
KGZ,2012,kgzukr
KGZ,2012,kgzuzb
KGZ,2012,eaec
KGZ,2012,eco
KGZ,2012,kgzaze
KGZ,2013,armkgz
KGZ,2013,cis2
KGZ,2013,kgzkaz
KGZ,2013,kgzmda
KGZ,2013,kgzrus
KGZ,2013,kgzukr
KGZ,2013,kgzuzb
KGZ,2013,eaec
KGZ,2013,eco
KGZ,2013,kgzaze
KGZ,2014,armkgz
KGZ,2014,cis2
KGZ,2014,kgzkaz
KGZ,2014,kgzmda
KGZ,2014,kgzrus
KGZ,2014,kgzukr
KGZ,2014,kgzuzb
KGZ,2014,eaec
KGZ,2014,eco
KGZ,2014,kgzaze
KGZ,2015,armkgz
KGZ,2015,cis2
KGZ,2015,kgzkaz
KGZ,2015,kgzmda
KGZ,2015,kgzrus
KGZ,2015,kgzukr
KGZ,2015,kgzuzb
KGZ,2015,eco
KGZ,2015,eaeu
KGZ,2015,kgzaze
KGZ,2016,armkgz
KGZ,2016,cis2
KGZ,2016,kgzkaz
KGZ,2016,kgzmda
KGZ,2016,kgzrus
KGZ,2016,kgzukr
KGZ,2016,kgzuzb
KGZ,2016,eco
KGZ,2016,eaeu
KGZ,2016,eaeuvnm
KGZ,2016,kgzaze
KGZ,2017,armkgz
KGZ,2017,cis2
KGZ,2017,kgzkaz
KGZ,2017,kgzmda
KGZ,2017,kgzrus
KGZ,2017,kgzukr
KGZ,2017,kgzuzb
KGZ,2017,eco
KGZ,2017,eaeu
KGZ,2017,eaeuvnm
KGZ,2017,kgzaze
KGZ,2018,armkgz
KGZ,2018,cis2
KGZ,2018,kgzkaz
KGZ,2018,kgzmda
KGZ,2018,kgzrus
KGZ,2018,kgzukr
KGZ,2018,kgzuzb
KGZ,2018,eco
KGZ,2018,eaeu
KGZ,2018,eaeuvnm
KGZ,2018,kgzaze
KGZ,2019,armkgz
KGZ,2019,cis2
KGZ,2019,kgzkaz
KGZ,2019,kgzmda
KGZ,2019,kgzrus
KGZ,2019,kgzukr
KGZ,2019,kgzuzb
KGZ,2019,eco
KGZ,2019,eaeu
KGZ,2019,eaeuvnm
KGZ,2019,eaeuirn
KGZ,2019,kgzaze
KGZ,2020,armkgz
KGZ,2020,cis2
KGZ,2020,kgzkaz
KGZ,2020,kgzmda
KGZ,2020,kgzrus
KGZ,2020,kgzukr
KGZ,2020,kgzuzb
KGZ,2020,eco
KGZ,2020,eaeu
KGZ,2020,eaeuvnm
KGZ,2020,eaeuirn
KGZ,2020,kgzaze
KGZ,2021,armkgz
KGZ,2021,cis2
KGZ,2021,kgzkaz
KGZ,2021,kgzmda
KGZ,2021,kgzrus
KGZ,2021,kgzukr
KGZ,2021,kgzuzb
KGZ,2021,eco
KGZ,2021,eaeu
KGZ,2021,eaeuvnm
KGZ,2021,eaeuirn
KGZ,2021,eaeusrb
KGZ,2021,kgzaze
KGZ,2022,armkgz
KGZ,2022,cis2
KGZ,2022,kgzkaz
KGZ,2022,kgzmda
KGZ,2022,kgzrus
KGZ,2022,kgzukr
KGZ,2022,kgzuzb
KGZ,2022,eco
KGZ,2022,eaeu
KGZ,2022,eaeuvnm
KGZ,2022,eaeuirn
KGZ,2022,eaeusrb
KGZ,2022,kgzaze
KGZ,2023,armkgz
KGZ,2023,cis2
KGZ,2023,kgzkaz
KGZ,2023,kgzmda
KGZ,2023,kgzrus
KGZ,2023,kgzukr
KGZ,2023,kgzuzb
KGZ,2023,eco
KGZ,2023,eaeu
KGZ,2023,eaeuvnm
KGZ,2023,eaeuirn
KGZ,2023,eaeusrb
KGZ,2023,kgzaze
KHM,1999,afta
KHM,1999,aftas
KHM,2000,afta
KHM,2000,aftas
KHM,2001,afta
KHM,2001,aftas
KHM,2002,afta
KHM,2002,aftas
KHM,2003,afta
KHM,2003,aftas
KHM,2004,afta
KHM,2004,aftas
KHM,2005,afta
KHM,2005,aftas
KHM,2005,aftagchn
KHM,2006,afta
KHM,2006,aftas
KHM,2006,aftagchn
KHM,2007,afta
KHM,2007,aftas
KHM,2007,aftaschn
KHM,2008,afta
KHM,2008,aftas
KHM,2008,aftajpn
KHM,2008,aftaschn
KHM,2009,afta
KHM,2009,aftas
KHM,2009,aftajpn
KHM,2009,aftakors
KHM,2009,aftaschn
KHM,2010,afta
KHM,2010,aftas
KHM,2010,asean
KHM,2010,aftajpn
KHM,2010,aftakors
KHM,2010,aseankor
KHM,2010,aftaschn
KHM,2010,aseanindg
KHM,2011,afta
KHM,2011,asean
KHM,2011,aftajpn
KHM,2011,aseankor
KHM,2011,aseanchn
KHM,2011,aseanausnzl
KHM,2011,aseanindg
KHM,2012,afta
KHM,2012,asean
KHM,2012,aftajpn
KHM,2012,aseankor
KHM,2012,aseanchn
KHM,2012,aseanausnzl
KHM,2012,aseanindg
KHM,2013,afta
KHM,2013,asean
KHM,2013,aftajpn
KHM,2013,aseankor
KHM,2013,aseanchn
KHM,2013,aseanausnzl
KHM,2013,aseanindg
KHM,2014,afta
KHM,2014,asean
KHM,2014,aftajpn
KHM,2014,aseankor
KHM,2014,aseanchn
KHM,2014,aseanausnzl
KHM,2014,aseanindg
KHM,2015,afta
KHM,2015,asean
KHM,2015,aftajpn
KHM,2015,aseankor
KHM,2015,aseanchn
KHM,2015,aseanausnzl
KHM,2015,aseaninds
KHM,2016,afta
KHM,2016,asean
KHM,2016,aftajpn
KHM,2016,aseankor
KHM,2016,aseanchn
KHM,2016,aseanausnzl
KHM,2016,aseaninds
KHM,2017,afta
KHM,2017,asean
KHM,2017,aftajpn
KHM,2017,aseankor
KHM,2017,aseanchn
KHM,2017,aseanausnzl
KHM,2017,aseaninds
KHM,2018,afta
KHM,2018,asean
KHM,2018,aftajpn
KHM,2018,aseankor
KHM,2018,aseanchn
KHM,2018,aseanausnzl
KHM,2018,aseaninds
KHM,2019,afta
KHM,2019,asean
KHM,2019,aftajpn
KHM,2019,aseankor
KHM,2019,aseanchn
KHM,2019,aseanausnzl
KHM,2019,aseaninds
KHM,2020,afta
KHM,2020,asean
KHM,2020,aftajpn
KHM,2020,aseankor
KHM,2020,aseanchn
KHM,2020,aseanausnzl
KHM,2020,aseaninds
KHM,2020,aseanjpn
KHM,2021,afta
KHM,2021,asean
KHM,2021,aseankor
KHM,2021,aseanchn
KHM,2021,aseanausnzl
KHM,2021,aseaninds
KHM,2021,aseanjpn
KHM,2021,aseanhkg
KHM,2021,atisa
KHM,2022,afta
KHM,2022,asean
KHM,2022,aseankor
KHM,2022,aseanchn
KHM,2022,aseanausnzl
KHM,2022,aseaninds
KHM,2022,aseanjpn
KHM,2022,aseanhkg
KHM,2022,chnkhm
KHM,2022,korkhm
KHM,2022,atisa
KHM,2023,afta
KHM,2023,asean
KHM,2023,aseankor
KHM,2023,aseanchn
KHM,2023,aseanausnzl
KHM,2023,aseaninds
KHM,2023,aseanjpn
KHM,2023,aseanhkg
KHM,2023,chnkhm
KHM,2023,korkhm
KHM,2023,atisa
KIR,1981,sparteca
KIR,1982,sparteca
KIR,1983,sparteca
KIR,1984,sparteca
KIR,1985,sparteca
KIR,1986,sparteca
KIR,1987,sparteca
KIR,1988,sparteca
KIR,1989,sparteca
KIR,1990,sparteca
KIR,1991,sparteca
KIR,1992,sparteca
KIR,1993,sparteca
KIR,1994,sparteca
KIR,1995,sparteca
KIR,1996,sparteca
KIR,1997,sparteca
KIR,1998,sparteca
KIR,1999,sparteca
KIR,2000,sparteca
KIR,2001,sparteca
KIR,2002,sparteca
KIR,2003,picta
KIR,2003,sparteca
KIR,2004,picta
KIR,2004,sparteca
KIR,2005,picta
KIR,2005,sparteca
KIR,2006,picta
KIR,2006,sparteca
KIR,2007,picta
KIR,2007,sparteca
KIR,2008,picta
KIR,2008,sparteca
KIR,2009,picta
KIR,2009,sparteca
KIR,2010,picta
KIR,2010,sparteca
KIR,2011,picta
KIR,2011,sparteca
KIR,2012,picta
KIR,2012,sparteca
KIR,2013,picta
KIR,2013,sparteca
KIR,2014,picta
KIR,2014,sparteca
KIR,2015,picta
KIR,2015,sparteca
KIR,2016,picta
KIR,2016,sparteca
KIR,2017,picta
KIR,2017,sparteca
KIR,2018,picta
KIR,2018,sparteca
KIR,2019,picta
KIR,2019,sparteca
KIR,2020,picta
KIR,2020,sparteca
KIR,2021,picta
KIR,2021,sparteca
KIR,2021,pacerplus
KIR,2022,picta
KIR,2022,sparteca
KIR,2022,pacerplus
KIR,2023,picta
KIR,2023,sparteca
KIR,2023,pacerplus
KNA,1968,carifta
KNA,1969,carifta
KNA,1970,carifta
KNA,1971,carifta
KNA,1972,carifta
KNA,1973,carifta
KNA,1974,caricomg
KNA,1975,caricomg
KNA,1976,caricomg
KNA,1977,caricomg
KNA,1978,caricomg
KNA,1979,caricomg
KNA,1980,caricomg
KNA,1981,caricomg
KNA,1982,caricomg
KNA,1983,caricomg
KNA,1984,caricomg
KNA,1985,caricomg
KNA,1986,caricomg
KNA,1987,caricomg
KNA,1988,caricomg
KNA,1989,caricomg
KNA,1990,caricomg
KNA,1991,caricomg
KNA,1992,caricomg
KNA,1993,caricomg
KNA,1994,caricomg
KNA,1995,caricomg
KNA,1996,caricomg
KNA,1997,caricomg
KNA,1998,caricomg
KNA,1999,caricomg
KNA,2000,caricomg
KNA,2001,caricomg
KNA,2002,caricomcueia
KNA,2003,caricomcueia
KNA,2004,caricomcueia
KNA,2005,caricomcueia
KNA,2006,caricomcueia
KNA,2007,caricomcueia
KNA,2008,caricomcueia
KNA,2008,eucariforum
KNA,2009,caricomcueia
KNA,2009,eucariforum
KNA,2010,caricomcueia
KNA,2010,eucariforum
KNA,2011,caricomcueia
KNA,2011,eucariforum
KNA,2012,caricomcueia
KNA,2012,eucariforum
KNA,2013,caricomcueia
KNA,2013,eucariforum
KNA,2014,caricomcueia
KNA,2014,eucariforum
KNA,2015,caricomcueia
KNA,2015,eucariforum
KNA,2016,caricomcueia
KNA,2016,eucariforum
KNA,2017,caricomcueia
KNA,2017,eucariforum
KNA,2018,caricomcueia
KNA,2018,eucariforum
KNA,2019,caricomcueia
KNA,2019,eucariforum
KNA,2020,caricomcueia
KNA,2020,eucariforum
KNA,2021,caricomcueia
KNA,2021,eucariforum
KNA,2022,caricomcueia
KNA,2022,eucariforum
KNA,2023,caricomcueia
KNA,2023,eucariforum
KNA,2021,cariforumgbr
KNA,2022,cariforumgbr
KNA,2023,cariforumgbr
KOR,1973,ptn
KOR,1974,ptn
KOR,1975,ptn
KOR,1976,apta
KOR,1976,ptn
KOR,1977,apta
KOR,1977,ptn
KOR,1978,apta
KOR,1978,ptn
KOR,1979,apta
KOR,1979,ptn
KOR,1980,apta
KOR,1980,ptn
KOR,1981,apta
KOR,1981,ptn
KOR,1982,apta
KOR,1982,ptn
KOR,1983,apta
KOR,1983,ptn
KOR,1984,apta
KOR,1984,ptn
KOR,1985,apta
KOR,1985,ptn
KOR,1986,apta
KOR,1986,ptn
KOR,1987,apta
KOR,1987,ptn
KOR,1988,apta
KOR,1988,ptn
KOR,1989,apta
KOR,1989,gstp
KOR,1989,ptn
KOR,1990,apta
KOR,1990,gstp
KOR,1990,ptn
KOR,1991,apta
KOR,1991,gstp
KOR,1991,ptn
KOR,1992,apta
KOR,1992,gstp
KOR,1992,ptn
KOR,1993,apta
KOR,1993,gstp
KOR,1993,ptn
KOR,1994,apta
KOR,1994,gstp
KOR,1994,ptn
KOR,1995,apta
KOR,1995,gstp
KOR,1995,ptn
KOR,1996,apta
KOR,1996,gstp
KOR,1996,ptn
KOR,1997,apta
KOR,1997,gstp
KOR,1997,ptn
KOR,1998,apta
KOR,1998,gstp
KOR,1998,ptn
KOR,1999,apta
KOR,1999,gstp
KOR,1999,ptn
KOR,2000,apta
KOR,2000,gstp
KOR,2000,ptn
KOR,2001,apta
KOR,2001,gstp
KOR,2001,ptn
KOR,2002,apta
KOR,2002,gstp
KOR,2002,ptn
KOR,2003,apta
KOR,2003,gstp
KOR,2003,ptn
KOR,2004,apta
KOR,2004,gstp
KOR,2004,ptn
KOR,2004,korchl
KOR,2005,apta
KOR,2005,gstp
KOR,2005,ptn
KOR,2005,korchl
KOR,2006,apta
KOR,2006,gstp
KOR,2006,ptn
KOR,2006,eftakor
KOR,2006,korchl
KOR,2006,korsgp
KOR,2007,apta
KOR,2007,gstp
KOR,2007,ptn
KOR,2007,eftakor
KOR,2007,korchl
KOR,2007,korsgp
KOR,2008,apta
KOR,2008,gstp
KOR,2008,ptn
KOR,2008,eftakor
KOR,2008,korchl
KOR,2008,korsgp
KOR,2009,aftakors
KOR,2009,apta
KOR,2009,gstp
KOR,2009,ptn
KOR,2009,eftakor
KOR,2009,korchl
KOR,2009,korsgp
KOR,2010,aftakors
KOR,2010,aseankor
KOR,2010,apta
KOR,2010,gstp
KOR,2010,ptn
KOR,2010,eftakor
KOR,2010,korchl
KOR,2010,korind
KOR,2010,korsgp
KOR,2011,aseankor
KOR,2011,apta
KOR,2011,gstp
KOR,2011,ptn
KOR,2011,eftakor
KOR,2011,eukor
KOR,2011,korchl
KOR,2011,korind
KOR,2011,korsgp
KOR,2011,perkor
KOR,2012,aseankor
KOR,2012,apta
KOR,2012,gstp
KOR,2012,ptn
KOR,2012,eftakor
KOR,2012,eukor
KOR,2012,korchl
KOR,2012,korind
KOR,2012,korsgp
KOR,2012,perkor
KOR,2012,usakor
KOR,2013,aseankor
KOR,2013,turkor
KOR,2013,aptacueia
KOR,2013,gstp
KOR,2013,ptn
KOR,2013,eftakor
KOR,2013,eukor
KOR,2013,korchl
KOR,2013,korind
KOR,2013,korsgp
KOR,2013,perkor
KOR,2013,usakor
KOR,2014,aseankor
KOR,2014,turkor
KOR,2014,aptacueia
KOR,2014,gstp
KOR,2014,ptn
KOR,2014,eftakor
KOR,2014,eukor
KOR,2014,korchl
KOR,2014,korind
KOR,2014,korsgp
KOR,2014,perkor
KOR,2014,usakor
KOR,2014,koraus
KOR,2015,aseankor
KOR,2015,turkor
KOR,2015,aptacueia
KOR,2015,gstp
KOR,2015,ptn
KOR,2015,eftakor
KOR,2015,eukor
KOR,2015,korchl
KOR,2015,korind
KOR,2015,korsgp
KOR,2015,perkor
KOR,2015,usakor
KOR,2015,koraus
KOR,2015,cankor
KOR,2015,korvnm
KOR,2015,chnkor
KOR,2015,kornzl
KOR,2016,aseankor
KOR,2016,turkor
KOR,2016,aptacueia
KOR,2016,gstp
KOR,2016,ptn
KOR,2016,eftakor
KOR,2016,eukor
KOR,2016,korchl
KOR,2016,korind
KOR,2016,korsgp
KOR,2016,perkor
KOR,2016,usakor
KOR,2016,koraus
KOR,2016,cankor
KOR,2016,korcol
KOR,2016,korvnm
KOR,2016,chnkor
KOR,2016,kornzl
KOR,2017,aseankor
KOR,2017,turkor
KOR,2017,aptacueia
KOR,2017,gstp
KOR,2017,ptn
KOR,2017,eftakor
KOR,2017,eukor
KOR,2017,korchl
KOR,2017,korind
KOR,2017,korsgp
KOR,2017,perkor
KOR,2017,usakor
KOR,2017,koraus
KOR,2017,cankor
KOR,2017,korcol
KOR,2017,korvnm
KOR,2017,chnkor
KOR,2017,kornzl
KOR,2018,aseankor
KOR,2018,turkor
KOR,2018,aptacueia
KOR,2018,gstp
KOR,2018,ptn
KOR,2018,eftakor
KOR,2018,eukor
KOR,2018,korchl
KOR,2018,korind
KOR,2018,korsgp
KOR,2018,perkor
KOR,2018,usakor
KOR,2018,koraus
KOR,2018,cankor
KOR,2018,korcol
KOR,2018,korvnm
KOR,2018,chnkor
KOR,2018,kornzl
KOR,2019,aseankor
KOR,2019,turkor
KOR,2019,aptacueia
KOR,2019,gstp
KOR,2019,ptn
KOR,2019,eftakor
KOR,2019,eukor
KOR,2019,korchl
KOR,2019,korind
KOR,2019,korsgp
KOR,2019,perkor
KOR,2019,usakor
KOR,2019,koraus
KOR,2019,cankor
KOR,2019,korcol
KOR,2019,korvnm
KOR,2019,chnkor
KOR,2019,kornzl
KOR,2020,aseankor
KOR,2020,turkor
KOR,2020,aptacueia
