ISO3,year
LBR,1999
LBR,2000
LBR,2001
LBR,2002
LBR,2003
LBR,2004
LBR,2005
LBR,2006
LBR,2007
LBR,2008
LBR,2009
LBR,2010
LBR,2011
LBR,2012
LBR,2013
LBR,2014
LBR,2015
LBR,2016
LBR,2017
LBR,2018
LBR,2019
LBR,2020
LBR,2021
LBR,2022
LBR,2023
LBR,2024
LBY,1969
LBY,1970
LBY,1971
LBY,1972
LBY,1973
LBY,1974
LBY,1975
LBY,1976
LBY,1977
LBY,1978
LBY,1979
LBY,1980
LBY,1981
LBY,1982
LBY,1983
LBY,1984
LBY,1985
LBY,1986
LBY,1987
LBY,1988
LBY,1989
LBY,1990
LBY,1991
LBY,1992
LBY,1993
LBY,1994
LBY,1995
LBY,1996
LBY,1997
LBY,1998
LBY,1999
LBY,2000
LBY,2001
LBY,2002
LBY,2003
LBY,2004
LBY,2005
LBY,2006
LBY,2007
LBY,2008
LBY,2009
LBY,2010
LBY,2011
LBY,2012
LBY,2013
LBY,2014
LBY,2015
LBY,2016
LBY,2017
LBY,2018
LBY,2019
LBY,2020
LBY,2021
LBY,2022
LBY,2023
LBY,2024
LKA,1960
LKA,1961
LKA,1962
LKA,1963
LKA,1964
LKA,1965
LKA,1966
LKA,1967
LKA,1968
LKA,1969
LKA,1970
LKA,1971
LKA,1972
LKA,1973
LKA,1974
LKA,1975
LKA,1976
LKA,1977
LKA,1978
LKA,1979
LKA,1980
LKA,1981
LKA,1982
LKA,1983
LKA,1984
LKA,1985
LKA,1986
LKA,1987
LKA,1988
LKA,1989
LKA,1990
LKA,1991
LKA,1992
LKA,1993
LKA,1994
LKA,1995
LKA,1996
LKA,1997
LKA,1998
LKA,1999
LKA,2000
LKA,2001
LKA,2002
LKA,2003
LKA,2004
LKA,2005
LKA,2006
LKA,2007
LKA,2008
LKA,2009
LKA,2010
LKA,2011
LKA,2012
LKA,2013
LKA,2014
LKA,2015
LKA,2016
LKA,2017
LKA,2018
LKA,2019
LKA,2020
LKA,2021
LKA,2022
LKA,2023
LKA,2024
LSO,1999
LSO,2000
LSO,2001
LSO,2011
LSO,2012
LSO,2013
LSO,2014
LSO,2015
LSO,2016
LSO,2017
LSO,2018
LSO,2019
LSO,2020
LSO,2021
LSO,2022
LSO,2023
LSO,2024
LTU,1988
LTU,1989
LTU,1990
LTU,1991
LTU,1992
LTU,1993
LTU,1994
LTU,1995
LTU,1996
LTU,1997
LTU,1998
LTU,1999
LTU,2000
LTU,2001
LTU,2002
LTU,2003
LTU,2004
LTU,2005
LTU,2006
LTU,2007
LTU,2008
LTU,2009
LTU,2010
LTU,2011
LTU,2012
LTU,2013
LTU,2014
LTU,2015
LTU,2016
LTU,2017
LTU,2018
LTU,2019
LTU,2020
LTU,2021
LTU,2022
LTU,2023
LTU,2024
LVA,1992
LVA,1993
LVA,1994
LVA,1995
LVA,1996
LVA,1997
LVA,1998
LVA,1999
LVA,2000
LVA,2001
LVA,2002
LVA,2003
LVA,2004
LVA,2005
LVA,2006
LVA,2007
LVA,2008
LVA,2009
LVA,2010
LVA,2011
LVA,2012
LVA,2013
MAR,1960
MAR,1961
MAR,1962
MAR,1963
MAR,1964
MAR,1965
MAR,1966
MAR,1967
MAR,1968
MAR,1969
MAR,1970
MAR,1971
MAR,1972
MAR,1973
MAR,1974
MAR,1975
MAR,1976
MAR,1977
MAR,1978
MAR,1979
MAR,1980
MAR,1981
MAR,1982
MAR,1983
MAR,1984
MAR,1985
MAR,1986
MAR,1987
MAR,1988
MAR,1989
MAR,1990
MAR,1991
MAR,1992
MAR,1993
MAR,1994
MAR,1995
MAR,1996
MAR,1997
MAR,1998
MAR,1999
MAR,2000
MAR,2001
MAR,2002
MAR,2003
MAR,2004
MAR,2005
MAR,2006
MAR,2007
MAR,2008
MAR,2009
MAR,2010
MAR,2011
MAR,2012
MAR,2013
MAR,2014
MAR,2015
MAR,2016
MAR,2017
MAR,2018
MAR,2019
MAR,2020
MAR,2021
MAR,2022
MAR,2023
MAR,2024
MDA,1993
MDA,1994
MDA,1995
MDA,1996
MDA,1997
MDA,1998
MDA,1999
MDA,2000
MDA,2001
MDA,2002
MDA,2003
MDA,2004
MDA,2005
MDA,2006
MDA,2007
MDA,2008
MDA,2009
MDA,2010
MDA,2011
MDA,2012
MDA,2013
MDA,2014
MDA,2015
MDA,2016
MDA,2017
MDA,2018
MDA,2019
MDA,2020
MDA,2021
MDA,2022
MDA,2023
MDA,2024
MDG,1961
MDG,1962
MDG,1963
MDG,1964
MDG,1965
MDG,1966
MDG,1967
MDG,1968
MDG,1969
MDG,1970
MDG,1971
MDG,1972
MDG,1973
MDG,1974
MDG,1975
MDG,1976
MDG,1977
MDG,1978
MDG,1979
MDG,1980
MDG,1981
MDG,1982
MDG,1983
MDG,1984
MDG,1985
MDG,1986
MDG,1987
MDG,1988
MDG,1989
MDG,1990
MDG,1991
MDG,1992
MDG,1993
MDG,1994
MDG,1995
MDG,1996
MDG,1997
MDG,1998
MDG,1999
MDG,2000
MDG,2001
MDG,2002
MDG,2003
MDG,2004
MDG,2005
MDG,2006
MDG,2007
MDG,2008
MDG,2009
MDG,2010
MDG,2011
MDG,2012
MDG,2013
MDG,2014
MDG,2015
MDG,2016
MDG,2017
MDG,2018
MDG,2019
MDG,2020
MDG,2021
MDG,2022
MDG,2023
MDG,2024
MEX,1960
MEX,1961
MEX,1962
MEX,1963
MEX,1964
MEX,1965
MEX,1966
MEX,1967
MEX,1968
MEX,1969
MEX,1970
MEX,1971
MEX,1972
MEX,1973
MEX,1974
MEX,1975
MEX,1976
MEX,1977
MEX,1978
MEX,1979
MEX,1980
MEX,1981
MEX,1982
MEX,1983
MEX,1984
MEX,1985
MEX,1986
MEX,1987
MEX,1988
MEX,1989
MEX,1990
MEX,1991
MEX,1992
MEX,1993
MEX,1994
MEX,1995
MEX,1996
MEX,1997
MEX,1998
MEX,1999
MEX,2000
MEX,2001
MEX,2002
MEX,2003
MEX,2004
MEX,2005
MEX,2006
MEX,2007
MEX,2008
MEX,2009
MEX,2010
MEX,2011
MEX,2012
MEX,2013
MEX,2014
MEX,2015
MEX,2016
MEX,2017
MEX,2018
MEX,2019
MEX,2020
MEX,2021
MEX,2022
MEX,2023
MEX,2024
MKD,1992
MKD,1993
MKD,1996
MKD,1998
MKD,1999
MKD,2000
MKD,2001
MKD,2002
MKD,2003
MKD,2004
MKD,2005
MLI,1972
MLI,1973
MLI,1974
MLI,1975
MLI,1976
MLI,1977
MLI,1978
MLI,1979
MLI,1980
MLI,1981
MLI,1982
MLI,1983
MLI,1984
MLI,1985
MLI,1986
MLI,1987
MLI,1988
MLI,1989
MLI,1990
MLI,1991
MLI,1992
MLI,1993
MLI,1994
MLI,1995
MLI,1996
MLI,1997
MLI,1998
MLI,1999
MLI,2000
MLI,2001
MLI,2002
MLI,2003
MLI,2004
MLI,2005
MLI,2006
MLI,2007
MLI,2008
MLI,2009
MLI,2010
MLI,2011
MLI,2012
MLI,2013
MLI,2014
MLI,2015
MLI,2016
MLI,2017
MLI,2018
MLI,2019
MLI,2020
MLI,2021
MLI,2022
MLI,2023
MLI,2024
MMR,1960
MMR,1961
MMR,1962
MMR,1963
MMR,1964
MMR,1965
MMR,1966
MMR,1967
MMR,1968
MMR,1969
MMR,1970
MMR,1971
MMR,1972
MMR,1973
MMR,1974
MMR,1975
MMR,1976
MMR,1977
MMR,1978
MMR,1979
MMR,1980
MMR,1981
MMR,1982
MMR,1983
MMR,1984
MMR,1985
MMR,1986
MMR,1987
MMR,1988
MMR,1989
MMR,1990
MMR,1991
MMR,1992
MMR,1993
MMR,1994
MMR,1995
MMR,1996
MMR,1997
MMR,1998
MMR,1999
MMR,2000
MMR,2001
MMR,2002
MMR,2003
MMR,2004
MMR,2005
MMR,2006
MMR,2007
MMR,2008
MMR,2009
MMR,2010
MMR,2011
MMR,2012
MMR,2013
MMR,2014
MMR,2015
MMR,2016
MMR,2017
MMR,2018
MMR,2019
MMR,2020
MMR,2021
MMR,2022
MMR,2023
MMR,2024
MNG,1992
MNG,1993
MNG,1994
MNG,1995
MNG,1996
MNG,1997
MNG,1998
MNG,1999
MNG,2000
MNG,2001
MNG,2002
MNG,2003
MNG,2004
MNG,2005
MNG,2006
MNG,2007
MNG,2008
MNG,2009
MNG,2010
MNG,2011
MNG,2012
MNG,2013
MNG,2014
MNG,2015
MNG,2016
MNG,2017
MNG,2018
MNG,2019
MNG,2020
MNG,2021
MNG,2022
MNG,2023
MNG,2024
MOZ,1961
MOZ,1962
MOZ,1963
MOZ,1964
MOZ,1965
MOZ,1966
MOZ,1967
MOZ,1968
MOZ,1969
MOZ,1970
MOZ,1971
MOZ,1972
MOZ,1973
MOZ,1974
MOZ,1975
MOZ,1976
MOZ,1977
MOZ,1978
MOZ,1979
MOZ,1980
MOZ,1981
MOZ,1982
MOZ,1983
MOZ,1984
MOZ,1985
MOZ,1986
MOZ,1987
MOZ,1988
MOZ,1989
MOZ,1990
MOZ,1991
MOZ,1992
MOZ,1993
MOZ,1994
MOZ,1995
MOZ,1996
MOZ,1997
MOZ,1998
MOZ,1999
MOZ,2000
MOZ,2001
MOZ,2002
MOZ,2003
MOZ,2004
MOZ,2005
MOZ,2006
MOZ,2007
MOZ,2008
MOZ,2009
MOZ,2010
MOZ,2011
MOZ,2012
MOZ,2013
MOZ,2014
MOZ,2015
MOZ,2016
MOZ,2017
MOZ,2018
MOZ,2019
MOZ,2020
MOZ,2021
MOZ,2022
MOZ,2023
MOZ,2024
MRT,1991
MRT,1992
MRT,1993
MRT,1994
MRT,1995
MRT,1996
MRT,1997
MRT,1998
MRT,1999
MRT,2000
MRT,2001
MRT,2002
MRT,2003
MRT,2004
MRT,2005
MRT,2006
MRT,2007
MRT,2008
MRT,2009
MRT,2010
MRT,2011
MRT,2012
MRT,2013
MRT,2014
MRT,2015
MRT,2016
MRT,2017
MRT,2018
MRT,2019
MRT,2020
MRT,2021
MRT,2022
MRT,2023
MRT,2024
MWI,1970
MWI,1971
MWI,1972
MWI,1973
MWI,1974
MWI,1975
MWI,1976
MWI,1977
MWI,1978
MWI,1979
MWI,1980
MWI,1981
MWI,1982
MWI,1983
MWI,1984
MWI,1985
MWI,1986
MWI,1987
MWI,1988
MWI,1989
MWI,1990
MWI,1991
MWI,1992
MWI,1993
MWI,1994
MWI,1995
MWI,1996
MWI,1997
MWI,1998
MWI,1999
MWI,2000
MWI,2001
MWI,2002
MWI,2003
MWI,2004
MWI,2005
MWI,2006
MWI,2007
MWI,2008
MWI,2009
MWI,2010
MWI,2011
MWI,2012
MWI,2013
MWI,2014
MWI,2015
MWI,2016
MWI,2017
MWI,2018
MWI,2019
MWI,2020
MWI,2021
MWI,2022
MWI,2023
MWI,2024
MYS,1960
MYS,1961
MYS,1962
MYS,1963
MYS,1964
MYS,1965
MYS,1966
MYS,1967
MYS,1968
MYS,1969
MYS,1970
MYS,1971
MYS,1972
MYS,1973
MYS,1974
MYS,1975
MYS,1976
MYS,1977
MYS,1978
MYS,1979
MYS,1980
MYS,1981
MYS,1982
MYS,1983
MYS,1984
MYS,1985
MYS,1986
MYS,1987
MYS,1988
MYS,1989
MYS,1990
MYS,1991
MYS,1992
MYS,1993
MYS,1994
MYS,1995
MYS,1996
MYS,1997
MYS,1998
MYS,1999
MYS,2000
MYS,2001
MYS,2002
MYS,2003
MYS,2004
MYS,2005
MYS,2006
MYS,2007
MYS,2008
MYS,2009
MYS,2010
MYS,2011
MYS,2012
MYS,2013
MYS,2014
MYS,2015
MYS,2016
MYS,2017
MYS,2018
MYS,2019
MYS,2020
MYS,2021
MYS,2022
MYS,2023
MYS,2024
NAM,2007
NAM,2008
NAM,2009
NAM,2010
NAM,2011
NAM,2012
NAM,2013
NAM,2014
NAM,2015
NAM,2016
NAM,2017
NAM,2018
NAM,2019
NAM,2020
NAM,2021
NAM,2022
NAM,2023
NAM,2024
NER,1965
NER,1966
NER,1967
NER,1968
NER,1969
NER,1970
NER,1971
NER,1972
NER,1973
NER,1974
NER,1975
NER,1976
NER,1977
NER,1978
NER,1979
NER,1980
NER,1981
NER,1982
NER,1983
NER,1984
NER,1985
NER,1986
NER,1987
NER,1988
NER,1989
NER,1990
NER,1991
NER,1992
NER,1993
NER,1994
NER,1995
NER,1996
NER,1997
NER,1998
NER,1999
NER,2000
NER,2001
NER,2002
NER,2003
NER,2004
NER,2005
NER,2006
NER,2007
NER,2008
NER,2009
NER,2010
NER,2011
NER,2012
NER,2013
NER,2014
NER,2015
NER,2016
NER,2017
NER,2018
NER,2019
NER,2020
NER,2021
NER,2022
NER,2023
NER,2024
NGA,1960
NGA,1961
NGA,1962
NGA,1963
NGA,1964
NGA,1965
NGA,1966
NGA,1967
NGA,1968
NGA,1969
NGA,1970
NGA,1971
NGA,1972
NGA,1973
NGA,1974
NGA,1975
NGA,1976
NGA,1977
NGA,1978
NGA,1979
NGA,1980
NGA,1981
NGA,1982
NGA,1983
NGA,1984
NGA,1985
NGA,1986
NGA,1987
NGA,1988
NGA,1989
NGA,1990
NGA,1991
NGA,1992
NGA,1993
NGA,1994
NGA,1995
NGA,1996
NGA,1997
NGA,1998
NGA,1999
NGA,2000
NGA,2001
NGA,2002
NGA,2003
NGA,2004
NGA,2005
NGA,2006
NGA,2007
NGA,2008
NGA,2009
NGA,2010
NGA,2011
NGA,2012
NGA,2013
NGA,2014
NGA,2015
NGA,2016
NGA,2017
NGA,2018
NGA,2019
NGA,2020
NGA,2021
NGA,2022
NGA,2023
NGA,2024
NIC,1964
NIC,1965
NIC,1966
NIC,1967
NIC,1968
NIC,1969
NIC,1970
NIC,1971
NIC,1972
NIC,1973
NIC,1974
NIC,1975
NIC,1976
NIC,1977
NIC,1978
NIC,1979
NIC,1980
NIC,1981
NIC,1982
NIC,1983
NIC,1984
NIC,1985
NIC,1986
NIC,1987
NIC,1988
NIC,1989
NIC,1990
NIC,1991
NIC,1992
NIC,1993
NIC,1994
NIC,1995
NIC,1996
NIC,1997
NIC,1998
NIC,1999
NIC,2000
NIC,2001
NIC,2002
NIC,2003
NIC,2004
NIC,2005
NIC,2006
NIC,2007
NIC,2008
NIC,2009
NIC,2010
NIC,2011
NIC,2012
NIC,2013
NIC,2014
NIC,2015
NIC,2016
NIC,2017
NIC,2018
NIC,2019
NIC,2020
NIC,2021
NIC,2022
NIC,2023
NIC,2024
NLD,1960
NLD,1961
NLD,1962
NLD,1963
NLD,1964
NLD,1965
NLD,1966
NLD,1967
NLD,1968
NLD,1969
NLD,1970
NLD,1971
NLD,1972
NLD,1973
NLD,1974
NLD,1975
NLD,1976
NLD,1977
NLD,1978
NLD,1979
NLD,1980
NLD,1981
NLD,1982
NLD,1983
NLD,1984
NLD,1985
NLD,1986
NLD,1987
NLD,1988
NLD,1989
NLD,1990
NLD,1991
NLD,1992
NLD,1993
NLD,1994
NLD,1995
NLD,1996
NLD,1997
NLD,1998
NLD,1999
NLD,2000
NLD,2001
NLD,2002
NLD,2003
NLD,2004
NLD,2005
NLD,2006
NLD,2007
NLD,2008
NLD,2009
NLD,2010
NLD,2011
NLD,2012
NLD,2013
NLD,2014
NLD,2015
NLD,2016
NLD,2017
NLD,2018
NLD,2019
NLD,2020
NLD,2021
NLD,2022
NLD,2023
NLD,2024
NOR,1960
NOR,1961
NOR,1962
NOR,1963
NOR,1964
NOR,1965
NOR,1966
NOR,1967
NOR,1968
NOR,1969
NOR,1970
NOR,1971
NOR,1972
NOR,1973
NOR,1974
NOR,1975
NOR,1976
NOR,1977
NOR,1978
NOR,1979
NOR,1980
NOR,1981
NOR,1982
NOR,1983
NOR,1984
NOR,1985
NOR,1986
NOR,1987
NOR,1988
NOR,1989
NOR,1990
NOR,1991
NOR,1992
NOR,1993
NOR,1994
NOR,1995
NOR,1996
NOR,1997
NOR,1998
NOR,1999
NOR,2000
NOR,2001
NOR,2002
NOR,2003
NOR,2004
NOR,2005
NOR,2006
NOR,2007
NOR,2008
NOR,2009
NOR,2010
NOR,2011
NOR,2012
NOR,2013
NOR,2014
NOR,2015
NOR,2016
NOR,2017
NOR,2018
NOR,2019
NOR,2020
NOR,2021
NOR,2022
NOR,2023
NOR,2024
NPL,1966
NPL,1967
NPL,1968
NPL,1969
NPL,1970
NPL,1971
NPL,1972
NPL,1973
NPL,1974
NPL,1975
NPL,1976
NPL,1977
NPL,1978
NPL,1979
NPL,1980
NPL,1981
NPL,1982
NPL,1983
NPL,1984
NPL,1985
NPL,1986
NPL,1987
NPL,1988
NPL,1989
NPL,1990
NPL,1991
NPL,1992
NPL,1993
NPL,1994
NPL,1995
NPL,1996
NPL,1997
NPL,1998
NPL,1999
NPL,2000
NPL,2001
NPL,2002
NPL,2003
NPL,2004
NPL,2005
NPL,2006
NPL,2007
NPL,2008
NPL,2009
NPL,2010
NPL,2011
NPL,2012
NPL,2013
NPL,2014
NPL,2015
NPL,2016
NPL,2017
NPL,2018
NPL,2019
NPL,2020
NPL,2021
NPL,2022
NPL,2023
NPL,2024
NZL,1960
NZL,1961
NZL,1962
NZL,1963
NZL,1964
NZL,1965
NZL,1966
NZL,1967
NZL,1968
NZL,1969
NZL,1970
NZL,1971
NZL,1972
NZL,1973
NZL,1974
NZL,1975
NZL,1976
NZL,1977
NZL,1978
NZL,1979
NZL,1980
NZL,1981
NZL,1982
NZL,1983
NZL,1984
NZL,1985
NZL,1986
NZL,1987
NZL,1988
NZL,1989
NZL,1990
NZL,1991
NZL,1992
NZL,1993
NZL,1994
NZL,1995
NZL,1996
NZL,1997
NZL,1998
NZL,1999
NZL,2000
NZL,2001
NZL,2002
NZL,2003
NZL,2004
NZL,2005
NZL,2006
NZL,2007
NZL,2008
NZL,2009
NZL,2010
NZL,2011
NZL,2012
NZL,2013
NZL,2014
NZL,2015
NZL,2016
NZL,2017
NZL,2018
NZL,2019
NZL,2020
NZL,2021
NZL,2022
NZL,2023
NZL,2024
PAK,1960
PAK,1961
PAK,1962
PAK,1963
PAK,1964
PAK,1965
PAK,1966
PAK,1967
PAK,1968
PAK,1969
PAK,1970
PAK,1971
PAK,1972
PAK,1973
PAK,1974
PAK,1975
PAK,1976
PAK,1977
PAK,1978
PAK,1979
PAK,1980
PAK,1981
PAK,1982
PAK,1983
PAK,1984
PAK,1985
PAK,1986
PAK,1987
PAK,1988
PAK,1989
PAK,1990
PAK,1991
PAK,1992
PAK,1993
PAK,1994
PAK,1995
PAK,1996
PAK,1997
PAK,1998
PAK,1999
PAK,2000
PAK,2001
PAK,2002
PAK,2003
PAK,2004
PAK,2005
PAK,2006
PAK,2007
PAK,2008
PAK,2009
PAK,2010
PAK,2011
PAK,2012
PAK,2013
PAK,2014
PAK,2015
PAK,2016
PAK,2017
PAK,2018
PAK,2019
PAK,2020
PAK,2021
PAK,2022
PAK,2023
PAK,2024
PAN,1981
PAN,1982
PAN,1983
PAN,1984
PAN,1985
PAN,1986
PAN,1987
PAN,1988
PAN,1989
PAN,1990
PAN,1991
PAN,1992
PAN,1993
PAN,1994
PAN,1995
PAN,1996
PAN,1997
PAN,1998
PAN,1999
PAN,2000
PAN,2001
PAN,2002
PAN,2003
PAN,2004
PAN,2005
PAN,2006
PAN,2007
PAN,2008
PAN,2009
PAN,2010
PAN,2011
PAN,2012
PAN,2013
PAN,2014
PAN,2015
PAN,2016
PAN,2017
PAN,2018
PAN,2019
PAN,2020
PAN,2021
PAN,2022
PAN,2023
PAN,2024
PER,1960
PER,1961
PER,1962
PER,1963
PER,1964
PER,1965
PER,1966
PER,1967
PER,1968
PER,1969
PER,1970
PER,1971
PER,1972
PER,1973
PER,1974
PER,1975
PER,1976
PER,1977
PER,1978
PER,1979
PER,1980
PER,1981
PER,1982
PER,1983
PER,1984
PER,1985
PER,1986
PER,1987
PER,1988
PER,1989
PER,1990
PER,1991
PER,1992
PER,1993
PER,1994
PER,1995
PER,1996
PER,1997
PER,1998
PER,1999
PER,2000
PER,2001
PER,2002
PER,2003
PER,2004
PER,2005
PER,2006
PER,2007
PER,2008
PER,2009
PER,2010
PER,2011
PER,2012
PER,2013
PER,2014
PER,2015
PER,2016
PER,2017
PER,2018
PER,2019
PER,2020
PER,2021
PER,2022
PER,2023
PER,2024
PHL,1960
PHL,1961
PHL,1962
PHL,1963
PHL,1964
PHL,1965
PHL,1966
PHL,1967
PHL,1968
PHL,1969
PHL,1970
PHL,1971
PHL,1972
PHL,1973
PHL,1974
PHL,1975
PHL,1976
PHL,1977
PHL,1978
PHL,1979
PHL,1980
PHL,1981
PHL,1982
PHL,1983
PHL,1984
PHL,1985
PHL,1986
PHL,1987
PHL,1988
PHL,1989
PHL,1990
PHL,1991
PHL,1992
PHL,1993
PHL,1994
PHL,1995
PHL,1996
PHL,1997
PHL,1998
PHL,1999
PHL,2000
PHL,2001
PHL,2002
PHL,2003
PHL,2004
PHL,2005
PHL,2006
PHL,2007
PHL,2008
PHL,2009
PHL,2010
PHL,2011
PHL,2012
PHL,2013
PHL,2014
PHL,2015
PHL,2016
PHL,2017
PHL,2018
PHL,2019
PHL,2020
PHL,2021
PHL,2022
PHL,2023
PHL,2024
PNG,1972
PNG,1973
PNG,1974
PNG,1975
PNG,1976
PNG,1977
PNG,1978
PNG,1979
PNG,1980
PNG,1981
PNG,1982
PNG,1983
PNG,1984
PNG,1985
PNG,1986
PNG,1987
PNG,1988
PNG,1989
PNG,1990
PNG,1991
PNG,1992
PNG,1993
PNG,1994
PNG,1995
PNG,1996
PNG,1997
PNG,1998
PNG,1999
PNG,2000
PNG,2001
PNG,2002
PNG,2003
PNG,2004
PNG,2005
PNG,2006
PNG,2007
PNG,2008
PNG,2009
PNG,2010
PNG,2011
PNG,2012
PNG,2013
PNG,2014
PNG,2015
PNG,2016
PNG,2017
PNG,2018
PNG,2019
PNG,2020
PNG,2021
PNG,2022
PNG,2023
PNG,2024
POL,1960
POL,1961
POL,1962
POL,1963
POL,1964
POL,1965
POL,1966
POL,1967
POL,1968
POL,1969
POL,1970
POL,1971
POL,1972
POL,1973
POL,1974
POL,1975
POL,1976
POL,1977
POL,1978
POL,1979
POL,1980
POL,1981
POL,1982
POL,1983
POL,1984
POL,1985
POL,1986
POL,1987
POL,1988
POL,1989
POL,1990
POL,1991
POL,1992
POL,1993
POL,1994
POL,1995
POL,1996
POL,1997
POL,1998
POL,1999
POL,2000
POL,2001
POL,2002
POL,2003
POL,2004
POL,2005
POL,2006
POL,2007
POL,2008
POL,2009
POL,2010
POL,2011
POL,2012
POL,2013
POL,2014
POL,2015
POL,2016
POL,2017
POL,2018
POL,2019
POL,2020
POL,2021
POL,2022
POL,2023
POL,2024
PRT,1960
PRT,1961
PRT,1962
PRT,1963
PRT,1964
PRT,1965
PRT,1966
PRT,1967
PRT,1968
PRT,1969
PRT,1970
PRT,1971
PRT,1972
PRT,1973
PRT,1974
PRT,1975
PRT,1976
PRT,1977
PRT,1978
PRT,1979
PRT,1980
PRT,1981
PRT,1982
PRT,1983
PRT,1984
PRT,1985
PRT,1986
PRT,1987
PRT,1988
PRT,1989
PRT,1990
PRT,1991
PRT,1992
PRT,1993
PRT,1994
PRT,1995
PRT,1996
PRT,1997
PRT,1998
PRT,1999
PRT,2000
PRT,2001
PRT,2002
PRT,2003
PRT,2004
PRT,2005
PRT,2006
PRT,2007
PRT,2008
PRT,2009
PRT,2010
PRT,2011
PRT,2012
PRT,2013
PRT,2014
PRT,2015
PRT,2016
PRT,2017
PRT,2018
PRT,2019
PRT,2020
PRT,2021
PRT,2022
PRT,2023
PRT,2024
PRY,1963
PRY,1964
PRY,1965
PRY,1966
PRY,1967
PRY,1968
PRY,1969
PRY,1970
PRY,1971
PRY,1972
PRY,1973
PRY,1974
PRY,1975
PRY,1976
PRY,1977
PRY,1978
PRY,1979
PRY,1980
PRY,1981
PRY,1982
PRY,1983
PRY,1984
PRY,1985
PRY,1986
PRY,1987
PRY,1988
PRY,1989
PRY,1990
PRY,1991
PRY,1992
PRY,1993
PRY,1994
PRY,1995
PRY,1996
PRY,1997
PRY,1998
PRY,1999
PRY,2000
PRY,2001
PRY,2002
PRY,2003
PRY,2004
PRY,2005
PRY,2006
PRY,2007
PRY,2008
PRY,2009
PRY,2010
PRY,2011
PRY,2012
PRY,2013
PRY,2014
PRY,2015
PRY,2016
PRY,2017
PRY,2018
PRY,2019
PRY,2020
PRY,2021
PRY,2022
PRY,2023
PRY,2024
QAT,2014
QAT,2015
QAT,2016
QAT,2017
QAT,2018
QAT,2019
QAT,2020
QAT,2021
QAT,2022
QAT,2023
QAT,2024
ROU,1972
ROU,1973
ROU,1974
ROU,1975
ROU,1976
ROU,1977
ROU,1978
ROU,1979
ROU,1980
ROU,1981
ROU,1982
ROU,1983
ROU,1984
ROU,1985
ROU,1986
ROU,1987
ROU,1988
ROU,1989
ROU,1990
ROU,1991
ROU,1992
ROU,1993
ROU,1994
ROU,1995
ROU,1996
ROU,1997
ROU,1998
ROU,1999
ROU,2000
ROU,2001
ROU,2002
ROU,2003
ROU,2004
ROU,2005
ROU,2006
ROU,2007
ROU,2008
ROU,2009
ROU,2010
ROU,2011
ROU,2012
ROU,2013
ROU,2014
ROU,2015
ROU,2016
ROU,2017
ROU,2018
ROU,2019
ROU,2020
ROU,2021
ROU,2022
ROU,2023
ROU,2024
RUS,1989
RUS,1990
RUS,1991
RUS,1992
RUS,1993
RUS,1994
RUS,1995
RUS,1996
RUS,1997
RUS,1998
RUS,1999
RUS,2000
RUS,2001
RUS,2002
RUS,2003
RUS,2004
RUS,2005
RUS,2006
RUS,2007
RUS,2008
RUS,2009
RUS,2010
RUS,2011
RUS,2012
RUS,2013
RUS,2014
RUS,2015
RUS,2016
RUS,2017
RUS,2018
RUS,2019
RUS,2020
RUS,2021
RUS,2022
RUS,2023
RUS,2024
RWA,1968
RWA,1969
RWA,1970
RWA,1971
RWA,1972
RWA,1973
RWA,1974
RWA,1975
RWA,1976
RWA,1977
RWA,1978
RWA,1979
RWA,1980
RWA,1981
RWA,1982
RWA,1983
RWA,1984
RWA,1985
RWA,1986
RWA,1987
RWA,1988
RWA,1989
RWA,1990
RWA,1991
RWA,1992
RWA,1993
RWA,1994
RWA,1995
RWA,1996
RWA,1997
RWA,1998
RWA,1999
RWA,2000
RWA,2001
RWA,2002
RWA,2003
RWA,2004
RWA,2005
RWA,2006
RWA,2007
RWA,2008
RWA,2009
RWA,2010
RWA,2011
RWA,2012
RWA,2013
RWA,2014
RWA,2015
RWA,2016
RWA,2017
RWA,2018
RWA,2019
RWA,2020
RWA,2021
RWA,2022
RWA,2023
RWA,2024
SAU,1965
SAU,1966
SAU,1967
SAU,1968
SAU,1969
SAU,1970
SAU,1971
SAU,1972
SAU,1973
SAU,1974
SAU,1975
SAU,1976
SAU,1977
SAU,1978
SAU,1979
SAU,1980
SAU,1981
SAU,1982
SAU,1983
SAU,1984
SAU,1985
SAU,1986
SAU,1987
SAU,1988
SAU,1989
SAU,1990
SAU,1991
SAU,1992
SAU,1993
SAU,1994
SAU,1995
SAU,1996
SAU,1997
SAU,1998
SAU,1999
SAU,2000
SAU,2001
SAU,2002
SAU,2003
SAU,2004
SAU,2005
SAU,2006
SAU,2007
SAU,2008
SAU,2009
SAU,2010
SAU,2011
SAU,2012
SAU,2013
SAU,2014
SAU,2015
SAU,2016
SAU,2017
SAU,2018
SAU,2019
SAU,2020
SAU,2021
SAU,2022
SAU,2023
SAU,2024
SDN,1960
SDN,1961
SDN,1962
SDN,1963
SDN,1964
SDN,1965
SDN,1966
SDN,1967
SDN,1968
SDN,1969
SDN,1970
SDN,1971
SDN,1972
SDN,1973
SDN,1974
SDN,1975
SDN,1976
SDN,1977
SDN,1978
SDN,1979
SDN,1980
SDN,1981
SDN,1982
SDN,1983
SDN,1984
SDN,1985
SDN,1986
SDN,1987
SDN,1988
